movie_id|average_rating
     278|          2.14
     279|          3.17
     280|          3.35
     281|          3.76
     282|          3.67
     283|          3.71
     284|          2.26
     285|          3.33
     286|          2.92
     287|          3.57
     288|          3.55
     289|          2.33
     290|          3.58
     291|          2.22
     292|          3.86
     293|          3.76
     294|          3.15
     295|          3.31
     296|          2.91
     297|          2.88
     298|           3.1
     299|          3.71
     300|          2.46
     301|          2.61
     302|          2.82
     303|          3.09
     304|          3.77
     305|          3.62
     306|          3.06
     307|          3.48
     308|          2.78
     309|          3.08
     310|          3.36
     311|          3.58
     312|          3.71
     313|          3.69
     314|          3.41
     315|          3.29
     316|           4.3
     317|           3.0
     318|          2.34
     319|          3.03
     320|          2.81
     321|          2.72
     322|          2.59
     323|          2.42
     324|          3.06
     325|           4.2
     326|          3.29
     327|          3.19
     328|           2.9
     329|          3.59
     330|          3.46
     331|          3.62
     332|          2.26
     333|          3.79
     334|          3.56
     335|          2.18
     336|          3.17
     337|          2.97
     338|          3.89
     339|          3.78
     340|          2.94
     341|          3.05
     342|           3.7
     343|          3.17
     344|           3.7
     345|          4.11
     346|          3.05
     347|          2.44
     348|          3.41
     349|          2.47
     350|           3.8
     351|          2.94
     352|          2.56
     353|          3.25
     354|          2.28
     355|           2.0
     356|          3.07
     357|          3.51
     358|          3.54
     359|          4.15
     360|          2.39
     361|          3.64
     362|          2.51
     363|          2.95
     364|          2.93
     365|          3.22
     366|           3.5
     367|          3.14
     368|          3.41
     369|          2.86
     370|          3.11
     371|          3.87
     372|          2.39
     373|          2.78
     374|          3.33
     375|          3.03
     376|          3.42
     377|          2.54
     378|          2.84
     379|          2.63
     380|          3.09
     381|          3.39
     382|          3.08
     383|          2.74
     384|          3.74
     385|          3.63
     386|          2.95
     387|          3.52
     388|          2.32
     389|          3.11
     390|          2.69
     391|          3.54
     392|          3.23
     393|          3.32
     394|          3.57
     395|          3.99
     396|           3.1
     397|          3.93
     398|          2.75
     399|          2.34
     400|          3.83
     401|          3.63
     402|          3.25
     403|          3.09
     404|          2.49
     405|          3.75
     406|          3.76
     407|          2.68
     408|          3.41
     409|          3.55
     410|           3.9
     411|          2.92
     412|          3.13
     413|          3.41
     414|          2.94
     415|          1.76
     416|          2.99
     417|          3.93
     418|          2.73
     419|          3.91
     420|          3.71
     421|          4.04
     422|           3.4
     423|          2.98
     424|          3.56
     425|          3.67
     426|          3.25
     427|          2.87
     428|          2.83
     429|          3.36
     430|          4.05
     431|          3.54
     432|          3.99
     433|          3.56
     434|          3.48
     435|          2.87
     436|          3.81
     437|          3.27
     438|          3.03
     439|          3.22
     440|          2.93
     441|          3.77
     442|          3.93
     443|          3.97
     444|          3.17
     445|          3.54
     446|          2.84
     447|          3.42
     448|           3.2
     449|          2.99
     450|          3.35
     451|          4.17
     452|          2.89
     453|          3.55
     454|          3.93
     455|          3.79
     456|          3.68
     457|          3.87
     458|          3.55
     459|          3.48
     460|          2.19
     461|          3.47
     462|          4.04
     463|          4.09
     464|          2.76
     465|          2.92
     466|          3.75
     467|          3.56
     468|          3.52
     469|          2.78
     470|          2.45
     471|          4.07
     472|          3.06
     473|          4.03
     474|           3.6
     475|           3.0
     476|          4.13
     477|          3.96
     478|          3.26
     479|          3.87
     480|          2.57
     481|           3.1
     482|          3.79
     483|          3.45
     484|          3.52
     485|          3.56
     486|          3.65
     487|          3.71
     488|          3.66
     489|          3.55
     490|          2.87
     491|          3.37
     492|          2.96
     493|           2.6
     494|           4.0
     495|           3.1
     496|          3.71
     497|          3.48
     498|          4.07
     499|          3.04
     500|          3.64
     501|           3.8
     502|           3.7
     503|          3.62
     504|          4.06
     505|          3.14
     506|           2.8
     507|           3.6
     508|          2.99
     509|          2.47
     510|          3.24
     511|          2.78
     512|          2.83
     513|          2.09
     514|          3.81
     515|          1.29
     516|          3.78
     517|          3.48
     518|           3.8
     519|          3.74
     520|          3.87
     521|           2.7
     522|           3.3
     523|          3.03
     524|          3.28
     525|          2.03
     526|          2.91
     527|          2.28
     528|          2.98
     529|          3.36
     530|          2.43
     531|          3.14
     532|          3.28
     533|          3.12
     534|          3.21
     535|          3.49
     536|          2.82
     537|           3.5
     538|          2.74
     539|          3.85
     540|           3.4
     541|          2.47
     542|          1.88
     543|          3.26
     544|          3.65
     545|          3.48
     546|           2.6
     547|           3.2
     548|          3.01
     549|          2.64
     550|          3.46
     551|          3.28
     552|          3.01
     553|          3.18
     554|          3.24
     555|          4.01
     556|          2.96
     557|          2.53
     558|          3.27
     559|          3.55
     560|          4.19
     561|          3.94
     562|          2.37
     563|           3.5
     564|           3.2
     565|          3.25
     566|          3.08
     567|          2.82
     568|          2.96
     569|          3.48
     570|          2.92
     571|          3.96
     572|          3.24
     573|          3.29
     574|          3.19
     575|          4.05
     576|          3.84
     577|          4.19
     578|          2.41
     579|          3.98
     580|          3.08
     581|          3.31
     582|          3.01
     583|           3.3
     584|          3.06
     585|          3.81
     586|          3.32
     587|          3.77
     588|          3.45
     589|          2.35
     590|           3.4
     591|          2.89
     592|           2.0
     593|          2.73
     594|          2.56
     595|          4.17
     596|          2.97
     597|          2.46
     598|          3.36
     599|           3.5
     600|          3.22
     601|          3.32
     602|          2.81
     603|          3.58
     604|          3.31
     605|          2.89
     606|          3.34
     607|          3.54
     608|          2.41
     609|          3.76
     610|          2.52
     611|          2.03
     612|          3.06
     613|          3.17
     614|          3.08
     615|           3.5
     616|          3.32
     617|          3.83
     618|          2.61
     619|          3.86
     620|          3.57
     621|          3.93
     622|          2.98
     623|          3.04
     624|          3.25
     625|          1.51
     626|          3.66
     627|          2.96
     628|          3.51
     629|          3.57
     630|          2.63
     631|          3.66
     632|          2.98
     633|          3.22
     634|          4.15
     635|          2.65
     636|           3.5
     637|           3.5
     638|          3.54
     639|          3.09
     640|          3.14
     641|          3.65
     642|          3.72
     643|          3.15
     644|          2.99
     645|          3.94
     646|          3.87
     647|          3.44
     648|           3.5
     649|          3.01
     650|          2.68
     651|          2.94
     652|          3.32
     653|          2.61
     654|          2.56
     655|          3.51
     656|          2.74
     657|          4.05
     658|          3.63
     659|          2.75
     660|          3.78
     661|          3.25
     662|          3.59
     663|          4.17
     664|          2.34
     665|           2.7
     666|          3.25
     667|          3.79
     668|          3.87
     669|          2.38
     670|          3.51
     671|          3.22
     672|          3.07
     673|          3.82
     674|          3.38
     675|           3.2
     676|          3.08
     677|          3.74
     678|          3.33
     679|          3.06
     680|          2.96
     681|          3.49
     682|          3.74
     683|          2.93
     684|          2.61
     685|           3.4
     686|          3.07
     687|          3.04
     688|          3.17
     689|          3.42
     690|          3.98
     691|          2.99
     692|          3.51
     693|          3.06
     694|          3.76
     695|          2.84
     696|          3.43
     697|          3.29
     698|          2.49
     699|          3.83
     700|          3.61
     701|          1.92
     702|          2.93
     703|          3.71
     704|          3.04
     705|          3.64
     706|          3.53
     707|          3.51
     708|          3.39
     709|          3.74
     710|          4.14
     711|          3.61
     712|          4.13
     713|          3.07
     714|          2.17
     715|          3.67
     716|          3.24
     717|          2.89
     718|          3.32
     719|          2.99
     720|          3.84
     721|          2.48
     722|          4.09
     723|          2.99
     724|          4.41
     725|          3.63
     726|          2.14
     727|          2.71
     728|          2.97
     729|          2.42
     730|          3.84
     731|          2.55
     732|          3.23
     733|          3.41
     734|          3.83
     735|          3.13
     736|          2.16
     737|          3.33
     738|          2.77
     739|          2.73
     740|           2.8
     741|           3.4
     742|          2.84
     743|           3.2
     744|          2.88
     745|          2.29
     746|          3.53
     747|          3.74
     748|          3.74
     749|          2.24
     750|          3.52
     751|          3.19
     752|          4.25
     753|          3.97
     754|           3.2
     755|           3.5
     756|          2.56
     757|          3.13
     758|          3.51
     759|           3.2
     760|          3.86
     761|          2.66
     762|          3.98
     763|          3.49
     764|          3.74
     765|          2.52
     766|          3.06
     767|          3.25
     768|          3.28
     769|          3.27
     770|          3.16
     771|          3.11
     772|          2.67
     773|          2.91
     774|          4.25
     775|          3.55
     776|          2.97
     777|          3.79
     778|           3.9
     779|          2.52
     780|          3.83
     781|          3.58
     782|          2.44
     783|          3.37
     784|          3.53
     785|          3.16
     786|          3.38
     787|           2.5
     788|          3.76
     789|          3.79
     790|           2.8
     791|          3.53
     792|          2.86
     793|          3.49
     794|          3.12
     795|          3.14
     796|          2.94
     797|          3.09
     798|          3.89
     799|          4.07
     800|          2.38
     801|          2.66
     802|          3.35
     803|          2.37
     804|          3.85
     805|          3.79
     806|          3.49
     807|          3.58
     808|          3.24
     809|          3.55
     810|          2.98
     811|          2.98
     812|          3.22
     813|          3.27
     814|          3.39
     815|          3.13
     816|          3.52
     817|          3.55
     818|          3.47
     819|          3.14
     820|          1.96
     821|          2.71
     822|          4.07
     823|          3.15
     824|          3.78
     825|          4.11
     826|          3.14
     827|          2.96
     828|           3.0
     829|          3.19
     830|          2.86
     831|           3.2
     832|          3.79
     833|          3.52
     834|          2.73
     835|          3.17
     836|          3.55
     837|          3.93
     838|          2.51
     839|          4.12
     840|          3.82
     841|          2.96
     842|          3.46
     843|          3.71
     844|          2.86
     845|          3.63
     846|          2.69
     847|          3.73
     848|          3.05
     849|          3.26
     850|          3.42
     851|          3.89
     852|           3.0
     853|          2.82
     854|          2.17
     855|          2.45
     856|          2.58
     857|          3.72
     858|          3.22
     859|          3.46
     860|          2.63
     861|          3.95
     862|           3.5
     863|          3.55
     864|          2.71
     865|          3.77
     866|          3.38
     867|           2.9
     868|          3.48
     869|          3.09
     870|          2.36
     871|          3.99
     872|           4.2
     873|          2.74
     874|          3.42
     875|          3.11
     876|          3.52
     877|          3.51
     878|          2.45
     879|          2.88
     880|          3.93
     881|          3.11
     882|          2.84
     883|          3.57
     884|          2.85
     885|          3.29
     886|          4.19
     887|          3.11
     888|          2.61
     889|          4.05
     890|          3.18
     891|          3.68
     892|          3.57
     893|          3.85
     894|          2.75
     895|          3.94
     896|          3.43
     897|          3.28
     898|          3.06
     899|           3.5
     900|          3.93
     901|          3.67
     902|          2.37
     903|          3.18
     904|          2.45
     905|           2.0
     906|          3.42
     907|          4.02
     908|          4.19
     909|          3.03
     910|          3.16
     911|          2.96
     912|          3.15
     913|          3.38
     914|          3.06
     915|          2.84
     916|          3.59
     917|          3.54
     918|          3.92
     919|          3.23
     920|          2.46
     921|          3.33
     922|          2.87
     923|          3.42
     924|           2.8
     925|          3.64
     926|          2.19
     927|          3.45
     928|          2.71
     929|          3.42
     930|          3.19
     931|          3.05
     932|          2.29
     933|          4.05
     934|          3.39
     935|          4.25
     936|          3.09
     937|          3.72
     938|          1.99
     939|          3.89
     940|          3.68
     941|          2.16
     942|          3.02
     943|          3.94
     944|          2.67
     945|          3.02
     946|          2.48
     947|          3.66
     948|          2.74
     949|          3.37
     950|          2.57
     951|          3.51
     952|          3.98
     953|          3.41
     954|          3.33
     955|          3.19
     956|          2.58
     957|          3.67
     958|          3.62
     959|          2.95
     960|          3.47
     961|          3.54
     962|          3.09
     963|          3.89
     964|          3.68
     965|          3.57
     966|          3.29
     967|           3.6
     968|          2.65
     969|          2.05
     970|          3.02
     971|          3.81
     972|          3.62
     973|          3.64
     974|          3.62
     975|           2.0
     976|          3.66
     977|          2.79
     978|          3.33
     979|          2.94
     980|          3.63
     981|          3.03
     982|           3.8
     983|           2.5
     984|           3.4
     985|          3.63
     986|          3.53
     987|          2.82
     988|          3.76
     989|          3.05
     990|          3.77
     991|          3.65
     992|          3.93
     993|          3.05
     994|          3.22
     995|          1.72
     996|          4.03
     997|          3.25
     998|          3.32
     999|          2.73
    1000|          3.28
    1001|          3.32
    1002|          3.45
    1003|          2.31
    1004|          3.05
    1005|          3.04
    1006|          4.03
    1007|          3.25
    1008|          3.81
    1009|          2.95
    1010|          2.96
    1011|          3.29
    1012|           3.6
    1013|          3.42
    1014|          2.76
    1015|          3.86
    1016|          2.21
    1017|          4.19
    1018|          3.25
    1019|          2.44
    1020|          4.29
    1021|          3.72
    1022|          3.29
    1023|          3.14
    1024|          3.48
    1025|          3.02
    1026|          3.41
    1027|          3.43
    1028|          2.83
    1029|          2.93
    1030|          3.17
    1031|          3.98
    1032|          3.84
    1033|          2.68
    1034|          2.49
    1035|          3.49
    1036|          3.35
    1037|          2.85
    1038|          3.53
    1039|           3.3
    1040|          3.51
    1041|          3.73
    1042|          3.33
    1043|          3.29
    1044|          3.45
    1045|          3.56
    1046|          3.37
    1047|          3.64
    1048|          2.99
    1049|           2.7
    1050|          3.74
    1051|          3.34
    1052|          3.11
    1053|          2.54
    1054|          2.53
    1055|          3.33
    1056|          3.14
    1057|           3.5
    1058|          3.75
    1059|          1.82
    1060|          2.94
    1061|          3.53
    1062|          3.09
    1063|          3.22
    1064|          2.91
    1065|          2.51
    1066|          3.76
    1067|          3.39
    1068|          3.32
    1069|          3.94
    1070|          2.84
    1071|          2.48
    1072|           4.4
    1073|          4.07
    1074|          3.73
    1075|          3.05
    1076|          3.79
    1077|           3.6
    1078|          2.59
    1079|          3.28
    1080|          2.94
    1081|          2.66
    1082|          2.77
    1083|          3.02
    1084|          3.81
    1085|          3.06
    1086|          3.83
    1087|          3.07
    1088|          2.87
    1089|          3.71
    1090|          3.46
    1091|          2.74
    1092|          3.31
    1093|          2.59
    1094|           3.5
    1095|          2.64
    1096|          3.31
    1097|          2.81
    1098|          4.12
    1099|          3.31
    1100|          2.25
    1101|          3.21
    1102|          3.57
    1103|          3.78
    1104|          3.13
    1105|          3.07
    1106|          2.52
    1107|          3.28
    1108|          3.35
    1109|          4.09
    1110|          4.07
    1111|          3.59
    1112|          3.28
    1113|          3.33
    1114|           3.2
    1115|          2.81
    1116|           3.1
    1117|          1.97
    1118|          3.77
    1119|          2.92
    1120|          3.32
    1121|          3.07
    1122|          2.49
    1123|          3.79
    1124|          3.18
    1125|          1.93
    1126|          3.79
    1127|          1.85
    1128|          2.63
    1129|          3.77
    1130|          3.41
    1131|          2.01
    1132|          3.31
    1133|          1.93
    1134|          3.53
    1135|          4.19
    1136|           3.7
    1137|          3.02
    1138|          2.94
    1139|          4.18
    1140|           3.1
    1141|          3.03
    1142|          3.34
    1143|          3.15
    1144|          3.96
    1145|          3.18
    1146|          3.06
    1147|          2.74
    1148|          3.85
    1149|          3.73
    1150|          2.81
    1151|          2.86
    1152|          2.79
    1153|          2.86
    1154|          3.02
    1155|          3.82
    1156|          2.16
    1157|          2.85
    1158|          3.37
    1159|          3.34
    1160|           3.4
    1161|          3.02
    1162|          3.38
    1163|           3.5
    1164|          3.19
    1165|          2.92
    1166|          2.83
    1167|          3.15
    1168|          2.97
    1169|          3.79
    1170|          3.06
    1171|          3.08
    1172|          2.78
    1173|          3.75
    1174|          3.96
    1175|          3.44
    1176|          3.58
    1177|          2.12
    1178|          3.39
    1179|          3.69
    1180|          3.97
    1181|          3.07
    1182|          3.44
    1183|          2.14
    1184|          3.14
    1185|          2.18
    1186|          2.97
    1187|          3.31
    1188|          2.93
    1189|          3.24
    1190|          3.11
    1191|          3.28
    1192|           2.9
    1193|           3.0
    1194|          3.11
    1195|          3.39
    1196|          3.54
    1197|          2.59
    1198|          3.22
    1199|           2.9
    1200|          2.92
    1201|          3.24
    1202|          3.77
    1203|          3.51
    1204|          3.18
    1205|          1.77
    1206|          3.43
    1207|          3.24
    1208|           4.0
    1209|          2.89
    1210|          3.34
    1211|          2.82
    1212|          4.04
    1213|           4.0
    1214|          3.49
    1215|          3.23
    1216|          3.45
    1217|           3.5
    1218|          3.39
    1219|          3.21
    1220|          4.01
    1221|          3.52
    1222|          4.08
    1223|          2.81
    1224|          3.93
    1225|          3.12
    1226|          3.55
    1227|           1.5
    1228|           3.5
    1229|          3.22
    1230|          4.25
    1231|          3.84
    1232|          3.71
    1233|          3.01
    1234|          3.48
    1235|           2.7
    1236|          2.95
    1237|          2.99
    1238|          3.39
    1239|          2.63
    1240|          3.18
    1241|          3.12
    1242|          3.21
    1243|           4.1
    1244|          2.37
    1245|          3.13
    1246|          2.79
    1247|          3.48
    1248|          3.19
    1249|          3.64
    1250|          3.48
    1251|          3.05
    1252|          2.89
    1253|          3.49
    1254|          3.04
    1255|          3.91
    1256|          4.35
    1257|          3.24
    1258|          3.52
    1259|           3.8
    1260|          3.11
    1261|          3.11
    1262|          3.24
    1263|          3.12
    1264|          3.59
    1265|          2.35
    1266|           3.3
    1267|          3.12
    1268|          3.07
    1269|          3.37
    1270|          3.22
    1271|          3.69
    1272|          3.71
    1273|          2.75
    1274|          3.42
    1275|          3.52
    1276|           3.4
    1277|          4.18
    1278|          3.33
    1279|          3.26
    1280|           3.6
    1281|          2.78
    1282|          3.05
    1283|          3.55
    1284|          2.76
    1285|          2.85
    1286|          3.26
    1287|          2.92
    1288|          3.17
    1289|          2.76
    1290|          3.69
    1291|          4.14
    1292|          3.15
    1293|          2.35
    1294|          2.61
    1295|          3.71
    1296|          2.57
    1297|          3.44
    1298|          3.18
    1299|          3.22
    1300|          3.98
    1301|          2.66
    1302|          3.24
    1303|           3.4
    1304|          3.19
    1305|          3.35
    1306|          3.88
    1307|          3.31
    1308|          3.12
    1309|          3.13
    1310|           2.7
    1311|          3.06
    1312|           2.8
    1313|           3.5
    1314|           3.8
    1315|          3.19
    1316|          3.72
    1317|          3.64
    1318|           2.7
    1319|          2.65
    1320|          2.98
    1321|          3.99
    1322|          2.66
    1323|          2.98
    1324|          4.04
    1325|          3.56
    1326|          3.67
    1327|          3.17
    1328|          3.29
    1329|          3.42
    1330|          3.34
    1331|          2.87
    1332|          2.83
    1333|          2.75
    1334|          2.54
    1335|          3.86
    1336|          3.07
    1337|          3.02
    1338|          3.16
    1339|          3.07
    1340|          3.22
    1341|          3.06
    1342|           1.8
    1343|          2.83
    1344|          2.73
    1345|          2.95
    1346|          3.65
    1347|          3.31
    1348|          2.52
    1349|          3.39
    1350|           3.9
    1351|          3.74
    1352|          3.79
    1353|          3.77
    1354|          3.29
    1355|          3.69
    1356|          2.96
    1357|          4.38
    1358|           3.7
    1359|          3.46
    1360|          2.39
    1361|          2.79
    1362|           3.3
    1363|          2.75
    1364|          3.51
    1365|          2.87
    1366|          2.82
    1367|           3.6
    1368|          2.34
    1369|          2.09
    1370|          3.79
    1371|          2.51
    1372|          3.01
    1373|          3.76
    1374|          2.43
    1375|          3.33
    1376|          3.79
    1377|          3.42
    1378|          3.02
    1379|          3.15
    1380|          3.56
    1381|          3.07
    1382|          2.16
    1383|          2.34
    1384|           3.6
    1385|           2.9
    1386|          3.07
    1387|          2.69
    1388|          2.77
    1389|          3.92
    1390|          3.72
    1391|          3.37
    1392|          3.41
    1393|          2.77
    1394|          2.93
    1395|           4.1
    1396|          3.93
    1397|          3.26
    1398|          3.26
    1399|          3.41
    1400|          2.78
    1401|          3.58
    1402|          4.03
    1403|          2.79
    1404|          2.87
    1405|           3.6
    1406|          3.41
    1407|          3.11
    1408|          3.37
    1409|          4.29
    1410|          2.85
    1411|          2.97
    1412|          3.22
    1413|          3.64
    1414|          2.42
    1415|          3.04
    1416|          3.62
    1417|          2.12
    1418|          4.46
    1419|          2.96
    1420|          2.93
    1421|          3.46
    1422|          4.04
    1423|          2.26
    1424|          2.82
    1425|           3.7
    1426|          2.73
    1427|          2.54
    1428|          3.54
    1429|          2.21
    1430|          2.41
    1431|          2.95
    1432|          3.13
    1433|          3.61
    1434|          3.87
    1435|          4.09
    1436|          2.79
    1437|           3.3
    1438|          3.04
    1439|          3.63
    1440|          3.17
    1441|          4.28
    1442|          3.54
    1443|          3.76
    1444|          3.92
    1445|          3.22
    1446|          3.77
    1447|          3.03
    1448|          3.27
    1449|          2.28
    1450|          3.35
    1451|          2.65
    1452|          2.04
    1453|          3.42
    1454|          2.19
    1455|          3.07
    1456|          2.66
    1457|          3.09
    1458|          3.03
    1459|          2.42
    1460|          3.58
    1461|          3.42
    1462|          3.08
    1463|          2.24
    1464|          2.56
    1465|          3.39
    1466|          3.74
    1467|          3.71
    1468|          3.72
    1469|          2.53
    1470|          3.78
    1471|          3.39
    1472|          2.24
    1473|          3.48
    1474|          2.89
    1475|          2.64
    1476|          4.47
    1477|          3.36
    1478|           1.8
    1479|          3.38
    1480|          3.75
    1481|          3.07
    1482|          3.25
    1483|           3.8
    1484|          3.13
    1485|          3.32
    1486|          2.45
    1487|          3.54
    1488|          3.87
    1489|          2.83
    1490|          3.38
    1491|          3.84
    1492|          2.21
    1493|          3.12
    1494|          3.47
    1495|          4.34
    1496|          2.37
    1497|          2.71
    1498|          2.96
    1499|          4.36
    1500|          4.02
    1501|          3.14
    1502|           3.1
    1503|          3.52
    1504|          3.01
    1505|          3.24
    1506|          3.78
    1507|          3.48
    1508|          3.82
    1509|          3.55
    1510|          3.19
    1511|          3.02
    1512|          3.19
    1513|          4.19
    1514|          3.15
    1515|           2.8
    1516|          2.23
    1517|          2.04
    1518|          3.59
    1519|          2.05
    1520|          3.14
    1521|          3.61
    1522|          2.62
    1523|          3.48
    1524|          3.05
    1525|          2.46
    1526|          3.34
    1527|          2.91
    1528|          3.84
    1529|          3.26
    1530|          3.74
    1531|          3.35
    1532|          2.79
    1533|          3.33
    1534|          3.41
    1535|          3.86
    1536|          2.36
    1537|          2.96
    1538|          3.16
    1539|          2.89
    1540|          2.38
    1541|          1.93
    1542|          3.76
    1543|          3.34
    1544|          2.97
    1545|          2.38
    1546|          2.85
    1547|          3.95
    1548|          2.54
    1549|          2.99
    1550|          2.92
    1551|          3.54
    1552|          3.71
    1553|          3.85
    1554|           2.7
    1555|          3.16
    1556|           3.2
    1557|          3.05
    1558|          3.03
    1559|          3.27
    1560|          3.33
    1561|          3.48
    1562|          2.35
    1563|          3.73
    1564|          3.67
    1565|          3.44
    1566|          2.73
    1567|           2.7
    1568|          2.58
    1569|           1.5
    1570|          2.05
    1571|          3.83
    1572|          3.66
    1573|          2.69
    1574|          2.52
    1575|          3.64
    1576|          3.38
    1577|          3.37
    1578|           3.2
    1579|          2.87
    1580|          3.08
    1581|           3.4
    1582|          3.56
    1583|          3.24
    1584|          3.79
    1585|          3.35
    1586|          2.76
    1587|          4.37
    1588|          3.47
    1589|           3.6
    1590|          3.93
    1591|          3.03
    1592|          3.06
    1593|          3.81
    1594|          3.04
    1595|          3.98
    1596|          3.76
    1597|          3.62
    1598|           2.7
    1599|          3.56
    1600|          2.92
    1601|          2.97
    1602|          2.63
    1603|          2.48
    1604|          3.93
    1605|          2.85
    1606|          3.07
    1607|          2.85
    1608|          3.24
    1609|           3.3
    1610|          3.81
    1611|          3.31
    1612|          3.04
    1613|          2.79
    1614|          2.03
    1615|          3.81
    1616|          3.97
    1617|          2.37
    1618|          4.19
    1619|          3.76
    1620|          3.41
    1621|          2.34
    1622|          2.89
    1623|          3.45
    1624|          2.46
    1625|          4.14
    1626|          3.21
    1627|           3.8
    1628|          3.55
    1629|          3.51
    1630|          3.04
    1631|           3.6
    1632|          3.09
    1633|          3.41
    1634|          3.67
    1635|          2.42
    1636|          2.08
    1637|          3.52
    1638|          3.34
    1639|          3.23
    1640|          1.76
    1641|          2.87
    1642|          4.03
    1643|          3.09
    1644|          4.07
    1645|          3.23
    1646|          3.65
    1647|          3.91
    1648|          3.15
    1649|          2.38
    1650|          3.49
    1651|          2.87
    1652|          4.14
    1653|          2.76
    1654|          2.76
    1655|          3.33
    1656|          2.72
    1657|          2.43
    1658|          3.94
    1659|          3.68
    1660|          4.12
    1661|          3.54
    1662|          2.98
    1663|          2.68
    1664|          3.94
